gene,gene_id,uniprot,protein_class,molec_function,conc_thpa_ugl,conc_inter_bgs_average_ugl,conc_inter_geyer_ppd_ugl,top15bgs_thpa,top15bgs_thpa_log,mars14,sepromix20,,
Heterogeneous nuclear ribonucleoprotein L,ENSG00000104824,P14866,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.13,,,0.13,-0.886056648,0,0,,
Receptor for activated C kinase 1,ENSG00000204628,P63244,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Developmental protein, Ribonucleoprotein, Ribosomal protein",0.13,,,0.13,-0.886056648,0,0,,
Ribosomal protein L10,ENSG00000147403,P27635,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Developmental protein, Ribonucleoprotein, Ribosomal protein",0.13,,,0.13,-0.886056648,0,0,,
Chordin,ENSG00000090539,Q9H2X0,"Plasma proteins, Predicted secreted proteins",Developmental protein,0.12,,,0.12,-0.920818754,0,0,,
3-hydroxymethyl-3-methylglutaryl-CoA lyase,ENSG00000117305,P35914,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Lyase,0.12,,,0.12,-0.920818754,0,0,,
Lysyl oxidase like 1,ENSG00000129038,Q08397,"Disease related genes, Plasma proteins, Predicted secreted proteins",Oxidoreductase,0.12,,,0.12,-0.920818754,0,0,,
Proteinase 3,ENSG00000196415,P24158,"Candidate cardiovascular disease genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",0.12,,,0.12,-0.920818754,0,0,,
DExD-box helicase 39B,ENSG00000198563,Q13838,"Enzymes, Plasma proteins, Predicted intracellular proteins, Transporters","Helicase, Hydrolase, RNA-binding",0.12,,,0.12,-0.920818754,0,0,,
Density regulated re-initiation and release factor,ENSG00000139726,O43583,"Plasma proteins, Predicted intracellular proteins",Initiation factor,0.12,,,0.12,-0.920818754,0,0,,
Dynein cytoplasmic 1 heavy chain 1,ENSG00000197102,Q14204,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Motor protein,0.12,,,0.12,-0.920818754,0,0,,
LRR binding FLII interacting protein 1,ENSG00000124831,Q32MZ4,"Plasma proteins, Predicted intracellular proteins, Transcription factors","DNA-binding, Repressor",0.12,,,0.12,-0.920818754,0,0,,
Microtubule associated protein 4,ENSG00000047849,P27816,"FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",,0.12,,,0.12,-0.920818754,0,0,,
Propionyl-CoA carboxylase alpha subunit,ENSG00000175198,P05165,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Ligase,0.12,,,0.12,-0.920818754,0,0,,
"Polycystin 1, transient receptor potential channel interacting",ENSG00000008710,P98161,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,0.12,,,0.12,-0.920818754,0,0,,
RNA binding motif protein 8A,ENSG00000265241,Q9Y5S9,"Plasma proteins, Predicted intracellular proteins, Transporters",RNA-binding,0.12,,,0.12,-0.920818754,0,0,,
Ribosomal protein L3,ENSG00000100316,P39023,"FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.12,,,0.12,-0.920818754,0,0,,
SAP domain containing ribonucleoprotein,ENSG00000205323,P82979,"Plasma proteins, Predicted intracellular proteins","DNA-binding, RNA-binding",0.12,,,0.12,-0.920818754,0,0,,
Septin 9,ENSG00000184640,Q9UHD8,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,0.12,,,0.12,-0.920818754,0,0,,
Ubiquitin conjugating enzyme E2 I,ENSG00000103275,P63279,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters",Transferase,0.12,,,0.12,-0.920818754,0,0,,
Serpin family B member 2,ENSG00000197632,P05120,"Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Protease inhibitor, Serine protease inhibitor",0.11,,,0.11,-0.958607315,0,0,,
Coatomer protein complex subunit gamma 1,ENSG00000181789,Q9Y678,"Plasma proteins, Predicted intracellular proteins",,0.11,,,0.11,-0.958607315,0,0,,
Cytochrome c1,ENSG00000179091,P08574,"Disease related genes, Plasma proteins, Predicted membrane proteins",Translocase,0.11,,,0.11,-0.958607315,0,0,,
"DEAD-box helicase 3, X-linked",ENSG00000215301,O00571,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters","DNA-binding, Helicase, Hydrolase, RNA-binding",0.11,,,0.11,-0.958607315,0,0,,
FK506 binding protein 4,ENSG00000004478,Q02790,"Enzymes, Plasma proteins, Predicted intracellular proteins","Chaperone, Isomerase, Rotamase",0.11,,,0.11,-0.958607315,0,0,,
Heterogeneous nuclear ribonucleoprotein A0,ENSG00000177733,Q13151,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.11,,,0.11,-0.958607315,0,0,,
Interleukin 2 receptor subunit alpha,ENSG00000134460,P01589,"Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,0.11,,,0.11,-0.958607315,0,0,,
Integrin subunit alpha 8,ENSG00000077943,P53708,"Disease related genes, Plasma proteins, Predicted membrane proteins","Developmental protein, Integrin, Receptor",0.11,,,0.11,-0.958607315,0,0,,
Methylmalonyl-CoA mutase,ENSG00000146085,P22033,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Isomerase,0.11,,,0.11,-0.958607315,0,0,,
Prefoldin subunit 6,ENSG00000204220,O15212,"Plasma proteins, Predicted intracellular proteins",Chaperone,0.11,,,0.11,-0.958607315,0,0,,
S100 calcium binding protein A14,ENSG00000189334,Q9HCY8,"Plasma proteins, Predicted intracellular proteins",,0.11,,,0.11,-0.958607315,0,0,,
"Transporter 1, ATP binding cassette subfamily B member",ENSG00000168394,Q03518,"Cancer-related genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,0.11,,,0.11,-0.958607315,0,0,,
Basic transcription factor 3,ENSG00000145741,P20290,"Plasma proteins, Predicted intracellular proteins",Chaperone,0.1,,5.8,0.1,-1,0,0,,
Ribosomal protein S20,ENSG00000008988,P60866,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.1,,2.9,0.1,-1,0,0,,
Contactin 5,ENSG00000149972,O94779,"Plasma proteins, Predicted intracellular proteins",,0.1,,,0.1,-1,0,0,,
Integrin subunit alpha 4,ENSG00000115232,P13612,"Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Integrin, Receptor",0.1,,,0.1,-1,0,0,,
Acyl-CoA synthetase long chain family member 4,ENSG00000068366,O60488,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Ligase,0.1,,,0.1,-1,0,0,,
Interferon alpha and beta receptor subunit 1,ENSG00000142166,P17181,"Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Receptor,0.1,,,0.1,-1,0,0,,
Nucleoporin 214,ENSG00000126883,P35658,"Cancer-related genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,0.1,,,0.1,-1,0,0,,
"Proteasome 26S subunit, ATPase 5",ENSG00000087191,P62195,"Plasma proteins, Predicted intracellular proteins",,0.1,,,0.1,-1,0,0,,
Ribosomal protein L18,ENSG00000063177,Q07020,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.1,,,0.1,-1,0,0,,
Ribosomal protein L19,ENSG00000108298,P84098,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.1,,,0.1,-1,0,0,,
SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,ENSG00000101347,Q9Y3Z3,"Disease related genes, Plasma proteins, Predicted intracellular proteins","Allosteric enzyme, Hydrolase",0.1,,,0.1,-1,0,0,,
Seryl-tRNA synthetase,ENSG00000031698,P49591,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Aminoacyl-tRNA synthetase, DNA-binding, Ligase",0.1,,,0.1,-1,0,0,,
Membrane metalloendopeptidase,ENSG00000196549,P08473,"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Hydrolase, Metalloprotease, Protease",0.099,,,0.099,-1.004364805,0,0,,
Brevican,ENSG00000132692,Q96GW7,"Plasma proteins, Predicted secreted proteins",,0.098,,,0.098,-1.008773924,0,0,,
Platelet derived growth factor subunit B,ENSG00000100311,P01127,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins","Developmental protein, Growth factor, Mitogen",0.098,,,0.098,-1.008773924,0,0,,
Apurinic/apyrimidinic endodeoxyribonuclease 1,ENSG00000100823,P27695,"Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Activator, DNA-binding, Endonuclease, Exonuclease, Hydrolase, Nuclease, Repressor, RNA-binding",0.098,,,0.098,-1.008773924,0,0,,
DExH-box helicase 9,ENSG00000135829,Q08211,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins","Activator, DNA-binding, Helicase, Hydrolase, RNA-binding",0.097,,,0.097,-1.013228266,0,0,,
Lamin B2,ENSG00000176619,Q03252,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,0.097,,,0.097,-1.013228266,0,0,,
Pyruvate carboxylase,ENSG00000173599,P11498,"Citric acid cycle related proteins, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Ligase, Multifunctional enzyme",0.096,,,0.096,-1.017728767,0,0,,
Thioredoxin domain containing 12,ENSG00000117862,O95881,"Enzymes, Plasma proteins, Predicted intracellular proteins",Oxidoreductase,0.095,,,0.095,-1.022276395,0,0,,
Integrin subunit beta 5,ENSG00000082781,P18084,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Host cell receptor for virus entry, Integrin, Receptor",0.095,,,0.095,-1.022276395,0,0,,
Adaptor related protein complex 2 alpha 2 subunit,ENSG00000183020,O94973,"Plasma proteins, Predicted intracellular proteins",,0.093,,,0.093,-1.031517051,0,0,,
Crystallin beta B1,ENSG00000100122,P53674,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Eye lens protein,0.093,,,0.093,-1.031517051,0,0,,
Interleukin 5 receptor subunit alpha,ENSG00000091181,Q01344,"CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,0.092,,,0.092,-1.036212173,0,0,,
Importin 5,ENSG00000065150,O00410,"Plasma proteins, Predicted intracellular proteins, Transporters",,0.092,,,0.092,-1.036212173,0,0,,
Galectin 4,ENSG00000171747,P56470,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",,0.092,,,0.092,-1.036212173,0,0,,
Lymphocyte antigen 6 family member D,ENSG00000167656,Q14210,"Plasma proteins, Predicted membrane proteins",,0.092,,,0.092,-1.036212173,0,0,,
Ribosomal protein S18,ENSG00000231500,P62269,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein, RNA-binding, rRNA-binding",0.09,,1.7,0.09,-1.045757491,0,0,,
DEAD-box helicase 17,ENSG00000100201,Q92841,"Enzymes, Plasma proteins, Predicted intracellular proteins","Helicase, Hydrolase, RNA-binding",0.09,,,0.09,-1.045757491,0,0,,
Cochlin,ENSG00000100473,O43405,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters",,0.088,,,0.088,-1.055517328,0,0,,
Protein tyrosine kinase 2 beta,ENSG00000120899,Q14289,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Kinase, Transferase, Tyrosine-protein kinase",0.084,,,0.084,-1.075720714,0,0,,
Matrix metallopeptidase 8,ENSG00000118113,P22894,"Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Metalloprotease, Protease",0.083,,,0.083,-1.080921908,0,0,,
Aspartic peptidase retroviral like 1,ENSG00000244617,Q53RT3,"Plasma proteins, Predicted membrane proteins","Aspartyl protease, Hydrolase, Protease",0.083,,,0.083,-1.080921908,0,0,,
Myosin XVIIIA,ENSG00000196535,Q92614,"Plasma proteins, Predicted intracellular proteins","Motor protein, Myosin",0.08,,,0.08,-1.096910013,0,0,,
Propionyl-CoA carboxylase beta subunit,ENSG00000114054,P05166,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Ligase,0.079,,,0.079,-1.102372909,0,0,,
Integrin subunit beta 4,ENSG00000132470,P16144,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Integrin, Receptor",0.079,,,0.079,-1.102372909,0,0,,
Glucuronic acid epimerase,ENSG00000138604,O94923,"Enzymes, Plasma proteins, Predicted intracellular proteins",Isomerase,0.078,,,0.078,-1.107905397,0,0,,
"Proteasome 26S subunit, non-ATPase 11",ENSG00000108671,O00231,"Plasma proteins, Predicted intracellular proteins",,0.078,,,0.078,-1.107905397,0,0,,
Barrier to autointegration factor 1,ENSG00000175334,O75531,"Disease related genes, Plasma proteins, Predicted intracellular proteins",DNA-binding,0.077,,,0.077,-1.113509275,0,0,,
Synaptotagmin binding cytoplasmic RNA interacting protein,ENSG00000135316,O60506,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.077,,,0.077,-1.113509275,0,0,,
Ribosomal protein L23,ENSG00000125691,P62829,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.076,,,0.076,-1.119186408,0,0,,
Endoplasmic reticulum oxidoreductase 1 alpha,ENSG00000197930,Q96HE7,"Plasma proteins, Predicted intracellular proteins",Oxidoreductase,0.075,,,0.075,-1.124938737,0,0,,
Linker for activation of T cells,ENSG00000213658,O43561,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins",,0.075,,,0.075,-1.124938737,0,0,,
Dachsous cadherin-related 1,ENSG00000166341,Q96JQ0,"Disease related genes, Plasma proteins, Predicted membrane proteins",,0.075,,,0.075,-1.124938737,0,0,,
Protein phosphatase 1 regulatory inhibitor subunit 14B,ENSG00000173457,Q96C90,"Plasma proteins, Predicted intracellular proteins",Protein phosphatase inhibitor,0.075,,,0.075,-1.124938737,0,0,,
LIF receptor alpha,ENSG00000113594,P42702,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,0.074,,,0.074,-1.13076828,0,0,,
Docking protein 1,ENSG00000115325,Q99704,"Plasma proteins, Predicted intracellular proteins",,0.074,,,0.074,-1.13076828,0,0,,
"Protocadherin gamma subfamily C, 3",ENSG00000240184,Q9UN70,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,0.074,,,0.074,-1.13076828,0,0,,
Eukaryotic translation initiation factor 4A3,ENSG00000141543,P38919,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters","Helicase, Hydrolase, RNA-binding",0.073,,,0.073,-1.13667714,0,0,,
Insulin receptor,ENSG00000171105,P06213,"CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins","Kinase, Receptor, Transferase, Tyrosine-protein kinase",0.072,,,0.072,-1.142667504,0,0,,
Ribosomal protein S24,ENSG00000138326,P62847,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.07,,,0.07,-1.15490196,0,0,,
Ghrelin and obestatin prepropeptide,ENSG00000157017,Q9UBU3,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Hormone,0.069,,,0.069,-1.161150909,0,0,,
BPI fold containing family B member 2,ENSG00000078898,Q8N4F0,"Plasma proteins, Predicted intracellular proteins, Transporters",,0.068,,,0.068,-1.167491087,0,0,,
Adenylate kinase 3,ENSG00000147853,Q9UIJ7,"Enzymes, Plasma proteins, Predicted intracellular proteins","Kinase, Transferase",0.068,,,0.068,-1.167491087,0,0,,
Maltase-glucoamylase,ENSG00000257335,O43451,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins","Glycosidase, Hydrolase, Multifunctional enzyme",0.068,,,0.068,-1.167491087,0,0,,
Cathepsin G,ENSG00000100448,P08311,"Enzymes, Plasma proteins, Predicted intracellular proteins","Antibiotic, Antimicrobial, Hydrolase, Protease, Serine protease",0.067,,,0.067,-1.173925197,0,0,,
Epidermal growth factor receptor pathway substrate 15,ENSG00000085832,P42566,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,0.067,,,0.067,-1.173925197,0,0,,
Histidine ammonia-lyase,ENSG00000084110,P42357,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Lyase,0.067,,,0.067,-1.173925197,0,0,,
"Proteasome 26S subunit, ATPase 4",ENSG00000013275,P43686,"Plasma proteins, Predicted intracellular proteins",,0.066,,,0.066,-1.180456064,0,0,,
Alpha-methylacyl-CoA racemase,ENSG00000242110,Q9UHK6,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Isomerase,0.065,,,0.065,-1.187086643,0,0,,
Chromosome segregation 1 like,ENSG00000124207,P55060,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters",,0.064,,,0.064,-1.193820026,0,0,,
NCK adaptor protein 2,ENSG00000071051,O43639,"Plasma proteins, Predicted intracellular proteins",,0.064,,,0.064,-1.193820026,0,0,,
Acyl-CoA dehydrogenase short/branched chain,ENSG00000196177,P45954,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Oxidoreductase,0.063,,,0.063,-1.200659451,0,0,,
LDL receptor related protein 1B,ENSG00000168702,Q9NZR2,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,0.063,,,0.063,-1.200659451,0,0,,
Ribosomal protein S3A,ENSG00000145425,P61247,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.063,,,0.063,-1.200659451,0,0,,
Canopy FGF signaling regulator 2,ENSG00000257727,Q9Y2B0,"Plasma proteins, Predicted intracellular proteins",,0.062,,,0.062,-1.207608311,0,0,,
ATPase H+ transporting V1 subunit E1,ENSG00000131100,P36543,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Hydrolase,0.061,,,0.061,-1.214670165,0,0,,
Prefoldin subunit 2,ENSG00000143256,Q9UHV9,"Plasma proteins, Predicted intracellular proteins",Chaperone,0.06,,,0.06,-1.22184875,0,0,,
"Elastase, neutrophil expressed",ENSG00000197561,P08246,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",0.059,,,0.059,-1.229147988,0,0,,
"Plasminogen activator, urokinase",ENSG00000122861,P00749,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",0.058,,,0.058,-1.236572006,0,0,,
Adaptor related protein complex 1 mu 1 subunit,ENSG00000072958,Q9BXS5,"Plasma proteins, Predicted intracellular proteins, Transporters",,0.058,,,0.058,-1.236572006,0,0,,
Plexin A3,ENSG00000130827,P51805,"Plasma proteins, Predicted membrane proteins",Receptor,0.058,,,0.058,-1.236572006,0,0,,
"Ras homolog family member F, filopodia associated",ENSG00000139725,Q9HBH0,"Plasma proteins, Predicted intracellular proteins",,0.058,,,0.058,-1.236572006,0,0,,
C-C motif chemokine ligand 23,ENSG00000274736,P55773,"Cancer-related genes, Plasma proteins, Predicted secreted proteins","Cytokine, Heparin-binding",0.057,,,0.057,-1.244125144,0,0,,
Splicing factor 3b subunit 2,ENSG00000087365,Q13435,"Plasma proteins, Predicted intracellular proteins",,0.057,,,0.057,-1.244125144,0,0,,
Ribosomal protein L15,ENSG00000174748,P61313,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.056,,,0.056,-1.251811973,0,0,,
Ribosomal protein S13,ENSG00000110700,P62277,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.056,,,0.056,-1.251811973,0,0,,
"SBDS, ribosome maturation factor",ENSG00000126524,Q9Y3A5,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,0.055,,,0.055,-1.259637311,0,0,,
Fms related tyrosine kinase 1,ENSG00000102755,P17948,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins","Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase",0.054,,,0.054,-1.26760624,0,0,,
Secretogranin II,ENSG00000171951,P13521,"Plasma proteins, Predicted secreted proteins",,0.054,,,0.054,-1.26760624,0,0,,
"Sec23 homolog A, coat complex II component",ENSG00000100934,Q15436,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,0.054,,,0.054,-1.26760624,0,0,,
GIT ArfGAP 1,ENSG00000108262,Q9Y2X7,"Plasma proteins, Predicted intracellular proteins",GTPase activation,0.053,,,0.053,-1.27572413,0,0,,
NEDD8 activating enzyme E1 subunit 1,ENSG00000159593,Q13564,"Plasma proteins, Predicted intracellular proteins",,0.053,,,0.053,-1.27572413,0,0,,
Neurolysin,ENSG00000123213,Q9BYT8,"Enzymes, Plasma proteins, Predicted intracellular proteins","Hydrolase, Metalloprotease, Protease",0.053,,,0.053,-1.27572413,0,0,,
Oxoglutarate dehydrogenase,ENSG00000105953,Q02218,"Citric acid cycle related proteins, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Oxidoreductase,0.053,,,0.053,-1.27572413,0,0,,
Plasmalemma vesicle associated protein,ENSG00000130300,Q9BX97,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,0.053,,,0.053,-1.27572413,0,0,,
Ribosomal protein L13,ENSG00000167526,P26373,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.053,,,0.053,-1.27572413,0,0,,
Ribosomal protein S19,ENSG00000105372,P39019,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.052,,5.3,0.052,-1.283996656,0,0,,
Copine 3,ENSG00000085719,O75131,"Plasma proteins, Predicted intracellular proteins",,0.052,,,0.052,-1.283996656,0,0,,
Eukaryotic translation initiation factor 2 subunit alpha,ENSG00000134001,P05198,"Plasma proteins, Predicted intracellular proteins","Initiation factor, RNA-binding",0.052,,,0.052,-1.283996656,0,0,,
Histidyl-tRNA synthetase,ENSG00000170445,P12081,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Aminoacyl-tRNA synthetase, Ligase",0.052,,,0.052,-1.283996656,0,0,,
NCK associated protein 1 like,ENSG00000123338,P55160,"Plasma proteins, Predicted membrane proteins",,0.052,,,0.052,-1.283996656,0,0,,
Ribosomal protein L30,ENSG00000156482,P62888,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.052,,,0.052,-1.283996656,0,0,,
Ribosomal protein S8,ENSG00000142937,P62241,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.052,,,0.052,-1.283996656,0,0,,
Splicing factor 1,ENSG00000168066,Q15637,"Plasma proteins, Predicted intracellular proteins","Repressor, RNA-binding",0.052,,,0.052,-1.283996656,0,0,,
Sepiapterin reductase,ENSG00000116096,P35270,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Oxidoreductase,0.052,,,0.052,-1.283996656,0,0,,
Calsyntenin 3,ENSG00000139182,Q9BQT9,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,0.05,,,0.05,-1.301029996,0,0,,
Heterogeneous nuclear ribonucleoprotein R,ENSG00000125944,O43390,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.05,,,0.05,-1.301029996,0,0,,
Interleukin 4 receptor,ENSG00000077238,P24394,"Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Receptor,0.049,,,0.049,-1.30980392,0,0,,
"Proteasome 26S subunit, non-ATPase 1",ENSG00000173692,Q99460,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,0.049,,,0.049,-1.30980392,0,0,,
Glucuronidase beta,ENSG00000169919,P08236,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Glycosidase, Hydrolase",0.048,,,0.048,-1.318758763,0,0,,
Regucalcin,ENSG00000130988,Q15493,"Enzymes, Plasma proteins, Predicted intracellular proteins",Hydrolase,0.047,,,0.047,-1.327902142,0,0,,
RuvB like AAA ATPase 1,ENSG00000175792,Q9Y265,"Enzymes, Plasma proteins, Predicted intracellular proteins","Activator, Chromatin regulator, Helicase, Hydrolase",0.047,,,0.047,-1.327902142,0,0,,
Transportin 1,ENSG00000083312,Q92973,"Plasma proteins, Predicted intracellular proteins, Transporters",,0.047,,,0.047,-1.327902142,0,0,,
Adrenomedullin,ENSG00000148926,P35318,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Hormone,0.046,,,0.046,-1.337242168,0,0,,
DEAD-box helicase 1,ENSG00000079785,Q92499,"Enzymes, Plasma proteins, Predicted intracellular proteins","Activator, DNA-binding, Exonuclease, Helicase, Hydrolase, Nuclease, RNA-binding",0.046,,,0.046,-1.337242168,0,0,,
Fatty acid binding protein 2,ENSG00000145384,P12104,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",,0.046,,,0.046,-1.337242168,0,0,,
C-type lectin domain containing 11A,ENSG00000105472,Q9Y240,"Plasma proteins, Predicted secreted proteins",Growth factor,0.045,,,0.045,-1.346787486,0,0,,
"IST1, ESCRT-III associated factor",ENSG00000182149,P53990,"Plasma proteins, Predicted intracellular proteins",,0.045,,,0.045,-1.346787486,0,0,,
Dual specificity phosphatase 14,ENSG00000276023,O95147,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins","Hydrolase, Protein phosphatase",0.044,,,0.044,-1.356547324,0,0,,
"Myosin binding protein C, cardiac",ENSG00000134571,Q14896,"Disease related genes, Plasma proteins, Predicted intracellular proteins","Actin-binding, Muscle protein",0.044,,,0.044,-1.356547324,0,0,,
Ribosome binding protein 1,ENSG00000125844,Q9P2E9,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,0.044,,,0.044,-1.356547324,0,0,,
