uniprot,proteinName,mars14,QuantMethod,abundance,Rank,ppm
O95831,"Apoptosis-inducing factor 1, mitochondrial",0,nativeReconstituted,44908.05859375,1990,0.103590843465002
Q7L7X3,Serine/threonine-protein kinase TAO1,0,nativeReconstituted,44642.26171875,1991,0.102977721381042
O95185,Netrin receptor UNC5C,0,nativeReconstituted,44640.828125,1992,0.102974414464858
P04080,Cystatin-B,0,nativeReconstituted,44541.83984375,1993,0.102746075056098
Q6KB66,"Keratin, type II cytoskeletal 80",0,nativeReconstituted,44534.23046875,1994,0.102728522269379
P20160,Azurocidin,0,nativeReconstituted,44514.34375,1995,0.102682648944332
P18085,ADP-ribosylation factor 4,0,nativeReconstituted,44406.953125,1996,0.102434927582681
O75445,Usherin,0,nativeReconstituted,44401.580078125,1997,0.102422533404994
Q9UKL6,Phosphatidylcholine transfer protein,0,nativeReconstituted,44302.87109375,1998,0.102194838259197
P35754,Glutaredoxin-1,0,nativeReconstituted,44250.01171875,1999,0.102072905861922
P10912,Growth hormone receptor,0,nativeReconstituted,44193.97265625,2000,0.101943638778616
Q99466,Neurogenic locus notch homolog protein 4,0,nativeReconstituted,44139.0078125,2001,0.10181684962978
Q96JA4,Membrane-spanning 4-domains subfamily A member 14,0,nativeReconstituted,44074.4140625,2002,0.10166784917742
Q99961,Endophilin-A2,0,nativeReconstituted,44064.7578125,2003,0.101645574799201
P51805,Plexin-A3,0,nativeReconstituted,43950.1328125,2004,0.101381165675226
Q16651,Prostasin,0,nativeReconstituted,43834.1171875,2005,0.101113548752447
O43242,26S proteasome non-ATPase regulatory subunit 3,0,nativeReconstituted,43756.30859375,2006,0.100934065200768
Q9Y3B8,"Oligoribonuclease, mitochondrial",0,nativeReconstituted,43725.466796875,2007,0.100862921449461
Q13444,Disintegrin and metalloproteinase domain-containing protein 15,0,nativeReconstituted,43713.6328125,2008,0.100835623622271
Q9BZL1,Ubiquitin-like protein 5,0,nativeReconstituted,43595.138671875,2009,0.100562289428868
Q92542,Nicastrin,0,nativeReconstituted,43471.15234375,2010,0.10027628623232
Q14141,Septin-6,0,nativeReconstituted,43462.73828125,2011,0.100256877247415
Q9UN19,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,0,nativeReconstituted,43452.88671875,2012,0.100234152335656
P22748,Carbonic anhydrase 4,0,nativeReconstituted,43332.5390625,2013,0.0999565425789582
Q9BV20,Methylthioribose-1-phosphate isomerase,0,nativeReconstituted,43195.87890625,2014,0.099641304260997
Q13200,26S proteasome non-ATPase regulatory subunit 2,0,nativeReconstituted,43164.3671875,2015,0.0995686151796481
P01893,"Putative HLA class I histocompatibility antigen, alpha chain H",0,nativeReconstituted,43162.91015625,2016,0.0995652541994394
P16870,Carboxypeptidase E,0,nativeReconstituted,43021.50390625,2017,0.0992390679164554
Q9P0L0,Vesicle-associated membrane protein-associated protein A,0,nativeReconstituted,42900.978515625,2018,0.0989610481742363
P28906,Hematopoietic progenitor cell antigen CD34,0,nativeReconstituted,42855.84375,2019,0.0988569343784701
O75051,Plexin-A2,0,nativeReconstituted,42807.57421875,2020,0.0987455895193863
Q13443,Disintegrin and metalloproteinase domain-containing protein 9,0,nativeReconstituted,42593.88671875,2021,0.0982526697839068
Q00169,Phosphatidylinositol transfer protein alpha isoform,0,nativeReconstituted,42593.162109375,2022,0.0982509983044733
Q96AE4,Far upstream element-binding protein 1,0,nativeReconstituted,42572.85546875,2023,0.0982041563323161
Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",0,nativeReconstituted,42539.9375,2024,0.0981282234094789
Q9NQ84,G-protein coupled receptor family C group 5 member C,0,nativeReconstituted,42425.8125,2025,0.0978649676513667
Q9Y2J8,Protein-arginine deiminase type-2,0,nativeReconstituted,42416.08984375,2026,0.0978425400917438
Q9HC57,WAP four-disulfide core domain protein 1,0,nativeReconstituted,42378.73046875,2027,0.0977563620362063
P23396,40S ribosomal protein S3,0,nativeReconstituted,42335.16015625,2028,0.0976558570140957
Q9P2B2,Prostaglandin F2 receptor negative regulator,0,nativeReconstituted,42270.55078125,2029,0.0975068205190528
Q9BT78,COP9 signalosome complex subunit 4,0,nativeReconstituted,42230.30859375,2030,0.0974139925884643
A0A087WSX0,Immunoglobulin lambda variable 5-45,0,nativeReconstituted,42190.25390625,2031,0.0973215971700743
P35236,Tyrosine-protein phosphatase non-receptor type 7,0,nativeReconstituted,42104.46875,2032,0.097123713828621
Q8WVM8,Sec1 family domain-containing protein 1,0,nativeReconstituted,42060.1953125,2033,0.0970215868857663
P01241,Somatotropin,0,nativeReconstituted,42038.8046875,2034,0.0969722444524618
Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,0,nativeReconstituted,41932.6328125,2035,0.0967273344200998
Q9UHJ6,Sedoheptulokinase,0,nativeReconstituted,41668.359375,2036,0.0961177264977518
P51161,Gastrotropin,0,nativeReconstituted,41576.951171875,2037,0.0959068722956808
P62256,Ubiquitin-conjugating enzyme E2 H,0,nativeReconstituted,41492.5703125,2038,0.0957122282903803
Q5JTV8,Torsin-1A-interacting protein 1,0,nativeReconstituted,41389.681640625,2039,0.0954748917268263
P60866,40S ribosomal protein S20,0,nativeReconstituted,41381.6640625,2040,0.0954563973250079
P21281,"V-type proton ATPase subunit B, brain isoform",0,nativeReconstituted,41304.99609375,2041,0.0952795448892033
Q9H756,Leucine-rich repeat-containing protein 19,0,nativeReconstituted,41299.26171875,2042,0.0952663172244679
Q9NSD9,Phenylalanine--tRNA ligase beta subunit,0,nativeReconstituted,41289.140625,2043,0.0952429705764234
P22033,"Methylmalonyl-CoA mutase, mitochondrial",0,nativeReconstituted,41231.96875,2044,0.0951110903985849
Q969H8,Myeloid-derived growth factor,0,nativeReconstituted,41227.07421875,2045,0.0950998000280717
Q9H9K5,Endogenous retroviral envelope protein HEMO,0,nativeReconstituted,41164.490234375,2046,0.0949554355658388
Q9ULZ3,Apoptosis-associated speck-like protein containing a CARD,0,nativeReconstituted,41106.875,2047,0.0948225326768645
P63010,AP-2 complex subunit beta,0,nativeReconstituted,41015.51171875,2048,0.0946117820975077
Q9NS15,Latent-transforming growth factor beta-binding protein 3,0,nativeReconstituted,40997.4296875,2049,0.0945700717023715
Q5TCS8,Adenylate kinase 9,0,nativeReconstituted,40863.5859375,2050,0.0942613300780576
Q15165,Serum paraoxonase/arylesterase 2,0,nativeReconstituted,40814.25,2051,0.0941475253058452
Q13442,28 kDa heat- and acid-stable phosphoprotein,0,nativeReconstituted,40700.52734375,2052,0.0938851976468255
Q16401,26S proteasome non-ATPase regulatory subunit 5,0,nativeReconstituted,40509.84765625,2053,0.0934453507623619
Q96AG4,Leucine-rich repeat-containing protein 59,0,nativeReconstituted,40506.58984375,2054,0.0934378358629142
P00387,NADH-cytochrome b5 reductase 3,0,nativeReconstituted,40496.765625,2055,0.0934151740258505
P52306,Rap1 GTPase-GDP dissociation stimulator 1,0,nativeReconstituted,40456.640625,2056,0.0933226164153861
Q9H1U4,Multiple epidermal growth factor-like domains protein 9,0,nativeReconstituted,40434.5703125,2057,0.0932717061253624
Q9ULC4,Malignant T-cell-amplified sequence 1,0,nativeReconstituted,40364.98828125,2058,0.0931111990463902
Q8N436,Inactive carboxypeptidase-like protein X2,0,nativeReconstituted,40328.55078125,2059,0.0930271475091616
P38117,Electron transfer flavoprotein subunit beta,0,nativeReconstituted,40300.484375,2060,0.0929624058394588
Q9Y2S6,Translation machinery-associated protein 7,0,nativeReconstituted,40288.453125,2061,0.0929346529733928
O95274,Ly6/PLAUR domain-containing protein 3,0,nativeReconstituted,40180.98046875,2062,0.0926867423876541
Q9UBQ0,Vacuolar protein sorting-associated protein 29,0,nativeReconstituted,40077.55078125,2063,0.0924481578461942
Q6UXI7,Vitrin,0,nativeReconstituted,40051.07421875,2064,0.0923870835195073
P09603,Macrophage colony-stimulating factor 1,0,nativeReconstituted,40013.3046875,2065,0.0922999593435357
P29017,T-cell surface glycoprotein CD1c,0,nativeReconstituted,39898.66015625,2066,0.092035505166207
A0A0A0MT89,Immunoglobulin kappa joining 1,0,nativeReconstituted,39677.90234375,2067,0.0915262761165783
P24158,Myeloblastin,0,nativeReconstituted,39659.908203125,2068,0.0914847684615351
P78344,Eukaryotic translation initiation factor 4 gamma 2,0,nativeReconstituted,39477.30859375,2069,0.0910635601496227
Q8IWW8,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",0,nativeReconstituted,39476.98828125,2070,0.091062821274617
P36542,"ATP synthase subunit gamma, mitochondrial",0,nativeReconstituted,39435.05859375,2071,0.0909661007342427
Q5ZPR3,CD276 antigen,0,nativeReconstituted,39426.52734375,2072,0.0909464214292141
Q96A00,Protein phosphatase 1 regulatory subunit 14A,0,nativeReconstituted,39363.416015625,2073,0.0908008405264232
P33241,Lymphocyte-specific protein 1,0,nativeReconstituted,39271.14453125,2074,0.0905879949661053
Q9BZZ2,Sialoadhesin,0,nativeReconstituted,39268.19140625,2075,0.09058118289898
O95841,Angiopoietin-related protein 1,0,nativeReconstituted,39098.7109375,2076,0.0901902369249516
Q86TP1,Exopolyphosphatase PRUNE1,0,nativeReconstituted,39014.4375,2077,0.0899958407130981
P30419,Glycylpeptide N-tetradecanoyltransferase 1,0,nativeReconstituted,38889.078125,2078,0.0897066702657633
P05026,Sodium/potassium-transporting ATPase subunit beta-1,0,nativeReconstituted,38870.94140625,2079,0.0896648337212358
Q12765,Secernin-1,0,nativeReconstituted,38797.921875,2080,0.089496397251959
P46976,Glycogenin-1,0,nativeReconstituted,38767.6796875,2081,0.0894266366386203
P02771,Alpha-fetoprotein,0,nativeReconstituted,38681.501953125,2082,0.0892278477247514
P16157,Ankyrin-1,0,nativeReconstituted,38327.92578125,2083,0.088412242351894
P19801,Amiloride-sensitive amine oxidase [copper-containing],0,nativeReconstituted,38196.80859375,2084,0.088109790175799
Q9ULB1,Neurexin-1,0,nativeReconstituted,38092.6875,2085,0.0878696107456073
Q9NWZ3,Interleukin-1 receptor-associated kinase 4,0,nativeReconstituted,38008.44140625,2086,0.0876752776084494
Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",0,nativeReconstituted,37839.265625,2087,0.0872850344667435
Q15370,Elongin-B,0,nativeReconstituted,37813.90234375,2088,0.0872265281812348
Q9H2A7,C-X-C motif chemokine 16,0,nativeReconstituted,37809.2421875,2089,0.0872157784509696
P0DP23,Calmodulin-1,0,nativeReconstituted,37775.5546875,2090,0.0871380704259847
P35247,Pulmonary surfactant-associated protein D,0,nativeReconstituted,37755.140625,2091,0.0870909806603804
O95394,Phosphoacetylglucosamine mutase,0,nativeReconstituted,37747.23828125,2092,0.0870727520733507
P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,0,nativeReconstituted,37575.1484375,2093,0.0866757869712275
P50851,Lipopolysaccharide-responsive and beige-like anchor protein,0,nativeReconstituted,37383.90625,2094,0.0862346425501686
P02462,Collagen alpha-1(IV) chain,0,nativeReconstituted,37343.12109375,2095,0.0861405621363389
P30050,60S ribosomal protein L12,0,nativeReconstituted,37335.21875,2096,0.0861223335493092
Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,0,nativeReconstituted,37330.01953125,2097,0.0861103403464735
P62913,60S ribosomal protein L11,0,nativeReconstituted,37318.962890625,2098,0.0860848356427722
P08754,Guanine nucleotide-binding protein G(i) subunit alpha-3,0,nativeReconstituted,37271.28515625,2099,0.0859748559003147
Q03393,6-pyruvoyl tetrahydrobiopterin synthase,0,nativeReconstituted,37168.7377929688,2100,0.0857383066441218
Q5TFE4,5'-nucleotidase domain-containing protein 1,0,nativeReconstituted,37110.46875,2101,0.0856038955941222
P06213,Insulin receptor,0,nativeReconstituted,37107.25,2102,0.0855964708013825
P40763,Signal transducer and activator of transcription 3,0,nativeReconstituted,37026.9423828125,2103,0.0854112226730593
Q07092,Collagen alpha-1(XVI) chain,0,nativeReconstituted,36998.62890625,2104,0.0853459110784284
Q12974,Protein tyrosine phosphatase type IVA 2,0,nativeReconstituted,36902.8984375,2105,0.0851250865691166
P58499,Protein FAM3B,0,nativeReconstituted,36868.35546875,2106,0.0850454052072263
P15104,Glutamine synthetase,0,nativeReconstituted,36841.1953125,2107,0.0849827540131493
Q9UIQ6,Leucyl-cystinyl aminopeptidase,0,nativeReconstituted,36803.68359375,2108,0.0848962245414506
P28330,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",0,nativeReconstituted,36675.28125,2109,0.084600034781562
Q08188,Protein-glutamine gamma-glutamyltransferase E,0,nativeReconstituted,36671.30859375,2110,0.0845908709293577
P31943,Heterogeneous nuclear ribonucleoprotein H,0,nativeReconstituted,36596.68359375,2111,0.0844187310743818
Q9H3U1,Protein unc-45 homolog A,0,nativeReconstituted,36582.859375,2112,0.0843868423104183
P50120,Retinol-binding protein 2,0,nativeReconstituted,36538.4140625,2113,0.0842843188980483
Q9Y3A5,Ribosome maturation protein SBDS,0,nativeReconstituted,36489.71484375,2114,0.0841719828651764
Q9Y2A7,Nck-associated protein 1,0,nativeReconstituted,36423.6953125,2115,0.0840196935179745
P61163,Alpha-centractin,0,nativeReconstituted,36394.892578125,2116,0.0839532533368258
O95372,Acyl-protein thioesterase 2,0,nativeReconstituted,36328.765625,2117,0.0838007161961768
O60888,Protein CutA,0,nativeReconstituted,36312.05859375,2118,0.0837621775571623
Q14165,Malectin,0,nativeReconstituted,36306.28125,2119,0.0837488507750481
P62820,Ras-related protein Rab-1A,0,nativeReconstituted,36188.91796875,2120,0.0834781251708422
P53602,Diphosphomevalonate decarboxylase,0,nativeReconstituted,36166.6640625,2121,0.0834267913792908
P08572,Collagen alpha-2(IV) chain,0,nativeReconstituted,36098.99609375,2122,0.083270699529011
P67809,Y-box-binding protein 1,0,nativeReconstituted,36081.78515625,2123,0.0832309985134632
O60449,Lymphocyte antigen 75,0,nativeReconstituted,35988.21875,2124,0.0830151659157749
Q13283,Ras GTPase-activating protein-binding protein 1,0,nativeReconstituted,35943.1171875,2125,0.0829111287107105
Q9H3H3,UPF0696 protein C11orf68,0,nativeReconstituted,35932.58203125,2126,0.0828868269315611
P29323,Ephrin type-B receptor 2,0,nativeReconstituted,35886.85546875,2127,0.0827813480191685
Q92747,Actin-related protein 2/3 complex subunit 1A,0,nativeReconstituted,35878.13671875,2128,0.0827612362019415
P61006,Ras-related protein Rab-8A,0,nativeReconstituted,35861.12109375,2129,0.0827219857199338
Q10589,Bone marrow stromal antigen 2,0,nativeReconstituted,35844.2734375,2130,0.0826831226967705
P36888,Receptor-type tyrosine-protein kinase FLT3,0,nativeReconstituted,35834.4921875,2131,0.0826605599770857
O95989,Diphosphoinositol polyphosphate phosphohydrolase 1,0,nativeReconstituted,35703.6328125,2132,0.0823587025052635
P15880,40S ribosomal protein S2,0,nativeReconstituted,35664.58984375,2133,0.0822686408506108
Q92485,Acid sphingomyelinase-like phosphodiesterase 3b,0,nativeReconstituted,35638.3984375,2134,0.0822082243028924
P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",0,nativeReconstituted,35484.546875,2135,0.0818533300227375
Q9UL25,Ras-related protein Rab-21,0,nativeReconstituted,35467.58203125,2136,0.0818141966794502
P16333,Cytoplasmic protein NCK1,0,nativeReconstituted,35366.84765625,2137,0.0815818295008427
P20036,"HLA class II histocompatibility antigen, DP alpha 1 chain",0,nativeReconstituted,35354.92578125,2138,0.0815543289335591
Q00872,"Myosin-binding protein C, slow-type",0,nativeReconstituted,35339.7265625,2139,0.0815192684134737
O00571,ATP-dependent RNA helicase DDX3X,0,nativeReconstituted,35337.474609375,2140,0.0815140737617571
P09210,Glutathione S-transferase A2,0,nativeReconstituted,35302.04296875,2141,0.0814323424722597
O75581,Low-density lipoprotein receptor-related protein 6,0,nativeReconstituted,35216.3671875,2142,0.0812347114295888
A0AVT1,Ubiquitin-like modifier-activating enzyme 6,0,nativeReconstituted,35112.21484375,2143,0.0809944599140307
Q7Z3Z0,"Keratin, type I cytoskeletal 25",0,nativeReconstituted,35080.625,2144,0.0809215906192657
O94923,D-glucuronyl C5-epimerase,0,nativeReconstituted,34941.65234375,2145,0.0806010179841905
P01861,Immunoglobulin heavy constant gamma 4,0,nativeReconstituted,34933.6787109375,2146,0.0805826249524187
Q8TF42,Ubiquitin-associated and SH3 domain-containing protein B,0,nativeReconstituted,34843.6875,2147,0.0803750393711807
Q08752,Peptidyl-prolyl cis-trans isomerase D,0,nativeReconstituted,34834.8125,2148,0.0803545671271216
P01732,T-cell surface glycoprotein CD8 alpha chain,0,nativeReconstituted,34828.2255859375,2149,0.080339372883484
P05388,60S acidic ribosomal protein P0,0,nativeReconstituted,34758.14453125,2150,0.080177714691317
Q6ZMI3,Gliomedin,0,nativeReconstituted,34695.4375,2151,0.0800330663929539
Q9BXN1,Asporin,0,nativeReconstituted,34654.0234375,2152,0.0799375352611253
O75752,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1",0,nativeReconstituted,34654.00390625,2153,0.0799374902077713
Q9NYQ6,Cadherin EGF LAG seven-pass G-type receptor 1,0,nativeReconstituted,34600.7265625,2154,0.0798145936687211
P10412,Histone H1.4,0,nativeReconstituted,34559.0859375,2155,0.079718539917986
P09012,U1 small nuclear ribonucleoprotein A,0,nativeReconstituted,34531.0546875,2156,0.0796538793443204
Q8TD06,Anterior gradient protein 3,0,nativeReconstituted,34481.59375,2157,0.0795397862306425
Q99719,Septin-5,0,nativeReconstituted,34475.640625,2158,0.0795260539683422
Q9BX97,Plasmalemma vesicle-associated protein,0,nativeReconstituted,34469.4609375,2159,0.0795117990871356
Q9BXJ1,Complement C1q tumor necrosis factor-related protein 1,0,nativeReconstituted,34442.52734375,2160,0.079449670511965
Q13609,Deoxyribonuclease gamma,0,nativeReconstituted,34426.36328125,2161,0.0794123843561919
P02100,Hemoglobin subunit epsilon,0,nativeReconstituted,34423.07421875,2162,0.0794047973713777
P43487,Ran-specific GTPase-activating protein,0,nativeReconstituted,34356.701171875,2163,0.0792516925584683
P16050,Polyunsaturated fatty acid lipoxygenase ALOX15,0,nativeReconstituted,34345.6796875,2164,0.0792262689508042
O75884,Serine hydrolase RBBP9,0,nativeReconstituted,34341.5947265625,2165,0.0792168460418144
Q8IW36,Zinc finger protein 695,0,nativeReconstituted,34244.927734375,2166,0.0789938612241781
P20042,Eukaryotic translation initiation factor 2 subunit 2,0,nativeReconstituted,34229.193359375,2167,0.078957566242193
Q709F0,Acyl-CoA dehydrogenase family member 11,0,nativeReconstituted,34064.8251953125,2168,0.078578412983575
P84103,Serine/arginine-rich splicing factor 3,0,nativeReconstituted,33996.4609375,2169,0.0784207149812249
Q15642,Cdc42-interacting protein 4,0,nativeReconstituted,33973.626953125,2170,0.0783680431050596
Q8TDQ0,Hepatitis A virus cellular receptor 2,0,nativeReconstituted,33902.580078125,2171,0.0782041570245372
Q9P289,Serine/threonine-protein kinase 26,0,nativeReconstituted,33814.671875,2172,0.0780013763835037
P36551,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",0,nativeReconstituted,33621.875,2173,0.0775566457154662
Q96L03,Spermatogenesis-associated protein 17,0,nativeReconstituted,33617.537109375,2174,0.077546639365542
O15347,High mobility group protein B3,0,nativeReconstituted,33606.15234375,2175,0.0775203777654935
Q13510,Acid ceramidase,0,nativeReconstituted,33530.271484375,2176,0.0773453409798552
Q14623,Indian hedgehog protein,0,nativeReconstituted,33347.412109375,2177,0.0769235334583346
Q14623,Indian hedgehog protein,0,nativeReconstituted,33347.412109375,2178,0.0769235334583346
Q8TEA8,D-aminoacyl-tRNA deacylase 1,0,nativeReconstituted,33257.40625,2179,0.0767159140870811
Q9UKG1,DCC-interacting protein 13-alpha,0,nativeReconstituted,33233.74609375,2180,0.0766613364540415
Q27J81,Inverted formin-2,0,nativeReconstituted,33206.267578125,2181,0.0765979508902942
P29965,CD40 ligand,0,nativeReconstituted,33151.51953125,2182,0.0764716618336875
A0A075B6K0,Immunoglobulin lambda variable 3-16,0,nativeReconstituted,32771.072265625,2183,0.0755940720563924
P27695,DNA-(apurinic or apyrimidinic site) endonuclease,0,nativeReconstituted,32701.8046875,2184,0.0754342903364196
Q13617,Cullin-2,0,nativeReconstituted,32693.2109375,2185,0.0754144668606581
Q9UJY5,ADP-ribosylation factor-binding protein GGA1,0,nativeReconstituted,32661.2333984375,2186,0.0753407032568162
P19397,Leukocyte surface antigen CD53,0,nativeReconstituted,32658.8623046875,2187,0.0753352337796402
O95822,"Malonyl-CoA decarboxylase, mitochondrial",0,nativeReconstituted,32656.36328125,2188,0.0753294692029955
P55884,Eukaryotic translation initiation factor 3 subunit B,0,nativeReconstituted,32630.3125,2189,0.0752693770394259
Q5R3I4,Tetratricopeptide repeat protein 38,0,nativeReconstituted,32609.2431640625,2190,0.0752207757337948
P62312,U6 snRNA-associated Sm-like protein LSm6,0,nativeReconstituted,32599.23828125,2191,0.0751976971532066
P00813,Adenosine deaminase,0,nativeReconstituted,32572.6484375,2192,0.0751363615170665
Q68CR1,Protein sel-1 homolog 3,0,nativeReconstituted,32565.001953125,2193,0.0751187231289742
Q8TF66,Leucine-rich repeat-containing protein 15,0,nativeReconstituted,32544.2666015625,2194,0.0750708922356966
O00161,Synaptosomal-associated protein 23,0,nativeReconstituted,32494.638671875,2195,0.0749564139158418
P29992,Guanine nucleotide-binding protein subunit alpha-11,0,nativeReconstituted,32454.28515625,2196,0.0748633291811356
Q8WWA1,,0,nativeReconstituted,32343.09375,2197,0.0746068404367947
A0A075B6I9,Immunoglobulin lambda variable 7-46,0,nativeReconstituted,32322.037109375,2198,0.0745582684158437
Q8NBJ7,Inactive C-alpha-formylglycine-generating enzyme 2,0,nativeReconstituted,32256.28125,2199,0.0744065872889208
O94903,Pyridoxal phosphate homeostasis protein,0,nativeReconstituted,32229.3955078125,2200,0.0743445690944675
P54725,UV excision repair protein RAD23 homolog A,0,nativeReconstituted,32208.05859375,2201,0.0742953505578866
O43405,Cochlin,0,nativeReconstituted,32149.62109375,2202,0.0741605509227087
Q01130,Serine/arginine-rich splicing factor 2,0,nativeReconstituted,32021.068359375,2203,0.0738640142519943
Q03013,Glutathione S-transferase Mu 4,0,nativeReconstituted,31965.3515625,2204,0.073735490549029
Q9Y2B0,Protein canopy homolog 2,0,nativeReconstituted,31925.046875,2205,0.0736425184477078
O95147,,0,nativeReconstituted,31842.81640625,2206,0.073452834816683
Q9UGI8,Testin,0,nativeReconstituted,31821.318359375,2207,0.0734032445899316
P15088,Mast cell carboxypeptidase A,0,nativeReconstituted,31752.283203125,2208,0.0732439990048714
Q9NTX5,Ethylmalonyl-CoA decarboxylase,0,nativeReconstituted,31741.08203125,2209,0.0732181609063505
Q6UWL2,Sushi domain-containing protein 1,0,nativeReconstituted,31674.68359375,2210,0.0730649975240809
P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,0,nativeReconstituted,31650.08203125,2211,0.0730082483193783
P48551,Interferon alpha/beta receptor 2,0,nativeReconstituted,31643.81640625,2212,0.072993795203414
Q9HD89,Resistin,0,nativeReconstituted,31630.8203125,2213,0.0729638167016602
P26640,Valine--tRNA ligase,0,nativeReconstituted,31440.96484375,2214,0.0725258710687356
O95563,Mitochondrial pyruvate carrier 2,0,nativeReconstituted,31429.615234375,2215,0.0724996905647243
Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",0,nativeReconstituted,31351.66015625,2216,0.0723198691128908
P01597,Immunoglobulin kappa variable 1-39,0,nativeReconstituted,31289.86328125,2217,0.0721773203008244
P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal",0,nativeReconstituted,31172.92578125,2218,0.0719075768597357
Q9Y6E2,eIF5-mimic protein 1,0,nativeReconstituted,31168.359375,2219,0.0718970433855697
Q02108,Guanylate cyclase soluble subunit alpha-1,0,nativeReconstituted,30993.85546875,2220,0.0714945096888917
P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,0,nativeReconstituted,30911.921875,2221,0.0713055108688478
Q6UWB1,Interleukin-27 receptor subunit alpha,0,nativeReconstituted,30795.095703125,2222,0.071036024231877
Q6E0U4,Dermokine,0,nativeReconstituted,30637.73046875,2223,0.0706730248533369
Q92890,Ubiquitin recognition factor in ER-associated degradation protein 1,0,nativeReconstituted,30526.9912109375,2224,0.0704175790941412
Q96GP6,Scavenger receptor class F member 2,0,nativeReconstituted,30516.880859375,2225,0.0703942572254414
Q9BQT9,Calsyntenin-3,0,nativeReconstituted,30418.623046875,2226,0.0701676028121215
P25398,40S ribosomal protein S12,0,nativeReconstituted,30413.279296875,2227,0.0701552762144662
Q9ULA0,Aspartyl aminopeptidase,0,nativeReconstituted,30301.671875,2228,0.0698978278336851
Q14839,Chromodomain-helicase-DNA-binding protein 4,0,nativeReconstituted,30132.2265625,2229,0.0695069629556939
Q9H2K8,Serine/threonine-protein kinase TAO3,0,nativeReconstituted,30037.76953125,2230,0.0692890759250631
Q96MU8,Kremen protein 1,0,nativeReconstituted,29998.689453125,2231,0.0691989286690378
Q99424,Peroxisomal acyl-coenzyme A oxidase 2,0,nativeReconstituted,29971.58984375,2232,0.0691364171403582
Q9UQ16,Dynamin-3,0,nativeReconstituted,29946.611328125,2233,0.0690787984059234
Q684P5,Rap1 GTPase-activating protein 2,0,nativeReconstituted,29877.1640625,2234,0.0689186021950938
Q99538,Legumain,0,nativeReconstituted,29868.380859375,2235,0.0688983417017985
P51606,N-acylglucosamine 2-epimerase,0,nativeReconstituted,29863.09765625,2236,0.0688861547695406
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,0,nativeReconstituted,29849.986328125,2237,0.0688559104529982
Q6UWW8,Carboxylesterase 3,0,nativeReconstituted,29849.6171875,2238,0.0688550589446075
Q14213,Interleukin-27 subunit beta,0,nativeReconstituted,29599.115234375,2239,0.0682772181421672
Q9UHV9,Prefoldin subunit 2,0,nativeReconstituted,29336.625,2240,0.0676717235910397
P12004,Proliferating cell nuclear antigen,0,nativeReconstituted,29328.39453125,2241,0.0676527381076627
Q9Y2I1,Nischarin,0,nativeReconstituted,29292.619140625,2242,0.0675702138791348
Q92905,COP9 signalosome complex subunit 5,0,nativeReconstituted,29277.328125,2243,0.0675349416082856
Q13098,COP9 signalosome complex subunit 1,0,nativeReconstituted,29173.474609375,2244,0.0672953794090438
Q5T2D2,Trem-like transcript 2 protein,0,nativeReconstituted,29116.451171875,2245,0.0671638416366957
Q9BY43,Charged multivesicular body protein 4a,0,nativeReconstituted,29070.7734375,2246,0.0670584753576882
P03971,Muellerian-inhibiting factor,0,nativeReconstituted,29065.958984375,2247,0.0670473697059263
O60701,UDP-glucose 6-dehydrogenase,0,nativeReconstituted,29013.28515625,2248,0.0669258653155148
Q8IV08,5'-3' exonuclease PLD3,0,nativeReconstituted,28952.599609375,2249,0.0667858800392911
O43776,"Asparagine--tRNA ligase, cytoplasmic",0,nativeReconstituted,28948.8359375,2250,0.0667771982579747
P61026,Ras-related protein Rab-10,0,nativeReconstituted,28929.90234375,2251,0.0667335235366038
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,0,nativeReconstituted,28923.0625,2252,0.0667177458520319
P02795,Metallothionein-2,0,nativeReconstituted,28907.263671875,2253,0.0666813021939786
P48444,Coatomer subunit delta,0,nativeReconstituted,28901.177734375,2254,0.0666672635688712
Q5VUB5,Protein FAM171A1,0,nativeReconstituted,28873.0546875,2255,0.0666023912444418
P17252,Protein kinase C alpha type,0,nativeReconstituted,28849.76953125,2256,0.066548678635799
Q9UN36,Protein NDRG2,0,nativeReconstituted,28813.0546875,2257,0.0664639873409436
A5D6W6,Fat storage-inducing transmembrane protein 1,0,nativeReconstituted,28810.4091796875,2258,0.0664578848641439
