uniprot,proteinName,meanAbu,log10meanAbu,stdDev,relStdDev,Rank,conc_thpa_ugl,mars14,sepromix20
P60228,Eukaryotic translation initiation factor 3 subunit E,2358.82952270508,3.37269655469491,925.944890049017,0.392544217857318,3309,,0,0
Q9UKF7,Cytoplasmic phosphatidylinositol transfer protein 1,2358.24907226563,3.37258967225949,1000.75689771421,0.424364376724957,3310,,0,0
O43704,Sulfotransferase family cytosolic 1B member 1,2358.17037353516,3.37257517888172,1387.5373510891,0.588395718418356,3311,,0,0
P29373,Cellular retinoic acid-binding protein 2,2356.17485656738,3.37220751719506,1563.83478152787,0.663717625697,3312,,0,0
Q9NZL4,Hsp70-binding protein 1,2355.99099731445,3.37217362659718,1070.15364942243,0.454226544431737,3313,,0,0
P31321,cAMP-dependent protein kinase type I-beta regulatory subunit,2353.87300415039,3.37178302814017,1128.42520516068,0.479390860582123,3314,,0,0
O43772,Mitochondrial carnitine/acylcarnitine carrier protein,2353.39717407227,3.37169522762304,2055.96637954917,0.873616405339506,3315,,0,0
O15305,Phosphomannomutase 2,2353.28799438477,3.3716750792026,1261.43244944197,0.536029781502266,3316,,0,0
P22004,Bone morphogenetic protein 6,2350.66330566406,3.37119042794934,522.703792732443,0.222364381778095,3317,,0,0
Q8N4A0,Polypeptide N-acetylgalactosaminyltransferase 4,2350.44949340821,3.37115092348012,365.292221428743,0.155413771899034,3318,,0,0
P46782,40S ribosomal protein S5,2350.04962158203,3.37107703254907,1830.63779857232,0.778978359333516,3319,0.86,0,0
Q96HD9,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),2348.98541870117,3.37088032090818,1978.21410063602,0.842156824340711,3320,,0,0
O00170,AH receptor-interacting protein,2347.82186279297,3.37066514243039,1352.01661629902,0.575859965240572,3321,,0,0
Q16363,Laminin subunit alpha-4,2345.73787231446,3.37027947966025,288.59099569931,0.123027811037798,3322,0.35,0,0
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial",2344.43165893555,3.37003757741193,2213.65721877346,0.944219128903309,3323,,0,0
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",2344.41231689453,3.37003399437878,774.289484549945,0.330270182838652,3324,0.014,0,0
P54709,Sodium/potassium-transporting ATPase subunit beta-3,2344.2494506836,3.37000382291399,600.492449212793,0.256155525188536,3325,,0,0
O15123,Angiopoietin-2,2342.28571777344,3.36963987027688,554.502776781382,0.236735754555379,3326,0.031,0,0
Q9BY32,Inosine triphosphate pyrophosphatase,2342.20040283203,3.36962405133439,683.237016344642,0.291707325948077,3327,,0,0
P05161,Ubiquitin-like protein ISG15,2340.66706542969,3.36933964439738,1022.1048034454,0.436672442032147,3328,,0,0
Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",2340.58192749024,3.36932384735801,1645.04087520194,0.702834135340816,3329,,0,0
Q9UNN5,FAS-associated factor 1,2338.13141479492,3.36886891705523,1022.03864174675,0.437117706592378,3330,,0,0
Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5,2336.87268676758,3.36863505259743,579.621717917063,0.24803307480084,3331,,0,0
Q96NY8,Nectin-4,2336.66343994141,3.3685961635252,428.869705713619,0.183539357180327,3332,,0,0
P51993,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6,2336.20466918945,3.36851088758673,346.869528148418,0.148475659141955,3333,,0,0
Q6UWD8,Transmembrane protein C16orf54,2335.28413696289,3.36833972927375,544.27996100351,0.23306798191648,3334,,0,0
Q96RS6,NudC domain-containing protein 1,2334.27825927735,3.36815262517362,1185.44828944841,0.507843606363968,3335,,0,0
Q99747,Gamma-soluble NSF attachment protein,2333.91965942383,3.36808590223659,1361.32300857781,0.583277579020811,3336,,0,0
Q9NQ75,Cas scaffolding protein family member 4,2333.59198608399,3.36802492468178,862.719122317602,0.369695785493906,3337,0.89,0,0
Q86TI2,Dipeptidyl peptidase 9,2331.6383605957,3.36766119180867,671.396122323617,0.287950367291128,3338,,0,0
Q96K76,Ubiquitin carboxyl-terminal hydrolase 47,2331.60759887696,3.36765546204668,749.129291578291,0.321293039162815,3339,,0,0
Q13951,Core-binding factor subunit beta,2330.41235961914,3.36743277495816,645.416342809079,0.276953707417926,3340,,0,0
Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,2328.42052612305,3.36706141914002,1154.30948663377,0.495747857263464,3341,,0,0
Q8IW52,SLIT and NTRK-like protein 4,2326.98472290039,3.36679353206978,691.981971929959,0.297372804006835,3342,,0,0
P49903,"Selenide, water dikinase 1",2326.29296722412,3.3666644077427,1780.57158036493,0.765411582054354,3343,,0,0
Q9BW04,Specifically androgen-regulated gene protein,2326.23963623047,3.36665445129178,629.433593703009,0.270579859400456,3344,,0,0
P61018,Ras-related protein Rab-4B,2323.98538208008,3.3662333920049,392.995419557749,0.16910408412552,3345,,0,0
Q8IXB1,DnaJ homolog subfamily C member 10,2323.52787475586,3.36614788696339,877.498891128132,0.377658000431922,3346,,0,0
P06454,Prothymosin alpha,2323.21285400391,3.3660890019158,1390.06216877526,0.598336121625522,3347,0.61,0,0
P25940,Collagen alpha-3(V) chain,2321.09871826172,3.36569361175476,670.022176278329,0.288665954190915,3348,,0,0
Q15904,V-type proton ATPase subunit S1,2320.62133789063,3.36560428122247,789.174410819569,0.340070307005323,3349,0.16,0,0
Q9UKW4,Guanine nucleotide exchange factor VAV3,2320.0547668457,3.36549823689872,582.729175774102,0.25117043963853,3350,,0,0
P16234,Platelet-derived growth factor receptor alpha,2319.27536621094,3.36535231522971,382.484289189576,0.164915427793488,3351,0.15,0,0
Q9H2K8,Serine/threonine-protein kinase TAO3,2319.10861206055,3.36532108866127,363.09871869603,0.156568224880771,3352,,0,0
Q96RP7,Galactose-3-O-sulfotransferase 4,2318.73117675782,3.36525040141157,437.663130690098,0.188751130392814,3353,,0,0
O75264,Small integral membrane protein 24,2315.61235961914,3.36466585895491,1941.33828987357,0.838369290010555,3354,,0,0
Q7L7X3,Serine/threonine-protein kinase TAO1,2313.77764892578,3.36432162147642,210.842944434968,0.0911249810598077,3355,,0,0
O95861,"3'(2'),5'-bisphosphate nucleotidase 1",2313.7514831543,3.36431671015125,374.846297877129,0.162008020570173,3356,,0,0
O75116,Rho-associated protein kinase 2,2313.66410522461,3.36430030887845,351.349115066158,0.151858307466826,3357,3.7,0,0
Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2,2313.47910766602,3.36426558187078,1306.63285050184,0.564791290386909,3358,,0,0
P46734,Dual specificity mitogen-activated protein kinase kinase 3,2311.49952392578,3.36389380832724,690.665296140706,0.298795344317312,3359,,0,0
P15309,Prostatic acid phosphatase,2310.90379028321,3.36378186489976,860.512903757641,0.372370718060999,3360,0.0092,0,0
Q96EK5,KIF-binding protein,2310.56842041016,3.36371883334666,1454.790391304,0.629624458835872,3361,,0,0
Q9H845,"Complex I assembly factor ACAD9, mitochondrial",2310.33716430664,3.36367536426992,2179.80093067033,0.943499054747062,3362,,0,0
P45984,Mitogen-activated protein kinase 9,2309.51922607422,3.36352158197256,536.586833068077,0.232337027988366,3363,,0,0
Q99816,Tumor susceptibility gene 101 protein,2308.68692016602,3.36336504246104,1005.48101886545,0.435520732621966,3364,0.014,0,0
Q0ZGT2,Nexilin,2307.93942260742,3.36322440553543,778.416965458536,0.337277901592023,3365,,0,0
P62753,40S ribosomal protein S6,2306.73471069336,3.36299765073831,828.508949129143,0.359169585166605,3366,,0,0
Q99985,Semaphorin-3C,2305.99655151367,3.36285865349654,1244.55305482654,0.539702912395772,3367,,0,0
Q13018,Secretory phospholipase A2 receptor,2305.78780517578,3.36281933796237,363.375223155333,0.157592655464509,3368,,0,0
Q08623,Pseudouridine-5'-phosphatase,2305.6061706543,3.36278512580402,1075.23862262341,0.466358320995591,3369,,0,0
P27338,Amine oxidase [flavin-containing] B,2304.80582885742,3.36263434360515,1949.86671404659,0.846000426427769,3370,,0,0
Q9H0P0,Cytosolic 5'-nucleotidase 3A,2303.73242797852,3.3624320356016,425.748686146946,0.184808218600514,3371,,0,0
Q02218,"2-oxoglutarate dehydrogenase, mitochondrial",2301.65194702149,3.36203965078103,1939.111406902,0.842486810141454,3372,0.053,0,0
Q92572,AP-3 complex subunit sigma-1,2301.08432617188,3.36193253423582,1513.60744057939,0.657780083660581,3373,,0,0
P07306,Asialoglycoprotein receptor 1,2300.32612915039,3.36178941256094,1972.45657501837,0.857468230275191,3374,,0,0
P55060,Exportin-2,2297.18049316406,3.36119511975123,368.434164291163,0.160385379114766,3375,0.064,0,0
Q9H461,Frizzled-8,2296.68975830078,3.36110233374189,1516.80088823054,0.660429160163433,3376,,0,0
Q9Y385,Ubiquitin-conjugating enzyme E2 J1,2296.52501525879,3.36107118040044,1500.92116528342,0.653561862078949,3377,,0,0
P01854,Immunoglobulin heavy constant epsilon,2295.95645751953,3.36096364747232,895.299701996649,0.389946289732296,3378,,0,0
P10155,60 kDa SS-A/Ro ribonucleoprotein,2293.69204101563,3.36053510760811,467.82807424432,0.203962897319541,3379,0.028,0,0
P31689,DnaJ homolog subfamily A member 1,2292.60150146484,3.3603285724992,1732.09913733669,0.755516881686578,3380,,0,0
P53618,Coatomer subunit beta,2292.16350097657,3.36024559280641,1197.41731636675,0.522396118713434,3381,0.4,0,0
P49459,Ubiquitin-conjugating enzyme E2 A,2291.01677246094,3.36002826865713,1073.7917648591,0.468696596972383,3382,,0,0
O94779,Contactin-5,2289.21970825195,3.35968747616184,919.225329249645,0.401545262753117,3383,0.1,0,0
Q9Y5K6,CD2-associated protein,2287.93453979492,3.35944359467844,1300.67040750984,0.568491093117735,3384,,0,0
Q13619,Cullin-4A,2286.75813598633,3.35922023292279,814.606916877646,0.356227842402007,3385,,0,0
P62191,26S proteasome regulatory subunit 4,2285.14846801758,3.35891442180023,386.047030614465,0.168937395542343,3386,,0,0
P09543,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",2285.08103637696,3.35890160616836,744.16714866634,0.325663351460932,3387,0.73,0,0
P61812,Transforming growth factor beta-2 proprotein,2283.22141113281,3.35854802842879,1496.20042763301,0.655302381248552,3388,,0,0
Q32P28,Prolyl 3-hydroxylase 1,2282.5172241211,3.35841406345169,735.891902381488,0.322403657946042,3389,,0,0
Q5JXA9,Signal-regulatory protein beta-2,2282.10828857422,3.35833624832691,627.444835454969,0.274940868755608,3390,,0,0
Q96IX5,"ATP synthase membrane subunit K, mitochondrial",2279.56941528321,3.35785282146251,1810.49778934146,0.794227970073254,3391,,0,0
Q9UJW0,Dynactin subunit 4,2278.01905212403,3.35755735196333,752.964315556058,0.330534687518962,3392,,0,0
Q8IX19,Mast cell-expressed membrane protein 1,2277.93325195313,3.35754099422371,2119.34112440004,0.930378940025082,3393,,0,0
Q9UMD9,Collagen alpha-1(XVII) chain,2277.25083618164,3.35741087021537,582.580451590442,0.255826210417504,3394,,0,0
Q6ZMM2,ADAMTS-like protein 5,2277.14244384766,3.35739019822257,748.481452293435,0.328693294666598,3395,,0,0
Q96BJ3,"Axin interactor, dorsalization-associated protein",2276.26428222656,3.3572226837553,858.029889357579,0.3769465154188,3396,,0,0
Q7RTW8,Otoancorin,2273.36169433594,3.35666853795006,865.445324201871,0.380689674836222,3397,,0,0
P35270,Sepiapterin reductase,2269.8947265625,3.35600571590097,920.758126671001,0.405639132025028,3398,0.052,0,0
Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,2267.8520111084,3.35561471121912,1146.53090261087,0.505558077420804,3399,,0,0
Q53QZ3,Rho GTPase-activating protein 15,2266.40508422852,3.35533753576667,1557.15732379277,0.687060461798612,3400,,0,0
P61313,60S ribosomal protein L15,2266.28115234375,3.35531378696479,3232.21773452019,1.42622098373694,3401,0.056,0,0
O60496,Docking protein 2,2265.80822753906,3.35522314946118,489.503033216447,0.216039039521056,3402,,0,0
Q9UIV8,Serpin B13,2265.2896484375,3.35512374042196,887.914049218897,0.391964908254157,3403,,0,0
P43487,Ran-specific GTPase-activating protein,2264.58832397461,3.35498926379873,349.729918430139,0.154434214257682,3404,0.91,0,0
Q9Y5L0,Transportin-3,2264.5613647461,3.35498409362552,959.834810073453,0.423850210029999,3405,,0,0
Q5H9R7,Serine/threonine-protein phosphatase 6 regulatory subunit 3,2262.76561279297,3.35463957015334,878.605966122388,0.388288544405582,3406,,0,0
Q9NRF8,CTP synthase 2,2262.22944335938,3.35453665051494,472.353764430963,0.208800113453357,3407,,0,0
Q9UKJ0,Paired immunoglobulin-like type 2 receptor beta,2261.15090942383,3.3543295481671,714.898347053155,0.316165694237242,3408,,0,0
Q8WWI5,Choline transporter-like protein 1,2260.88637084961,3.35427873582918,604.578168773255,0.267407586939481,3409,,0,0
Q13637,Ras-related protein Rab-32,2260.12780151367,3.35413299752036,1151.72631836586,0.509584598532221,3410,0.33,0,0
P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,2259.00809326172,3.35391778685335,1567.71402364725,0.693983358591546,3411,,0,0
Q08431,Lactadherin,2256.48418579102,3.35343229418332,810.248324217898,0.359075560697477,3412,,0,0
Q16820,Meprin A subunit beta,2253.12946166992,3.35278614639473,715.813047523171,0.317697256061195,3413,,0,0
P63173,60S ribosomal protein L38,2252.30473022461,3.35262714892435,1596.67934987539,0.708909113606561,3414,,0,0
Q13813,"Spectrin alpha chain, non-erythrocytic 1",2252.27657470703,3.35262171987996,706.437002888865,0.313654642072879,3415,,0,0
Q99731,C-C motif chemokine 19,2251.70802612305,3.35251207584877,1528.06320753121,0.678624044415833,3416,,0,0
P41236,Protein phosphatase inhibitor 2,2251.16945495606,3.35240818739609,1814.95569157634,0.806227930811973,3417,,0,0
Q13464,Rho-associated protein kinase 1,2251.10300292969,3.35239536731529,371.419907014637,0.164994629979727,3418,0.24,0,0
O60884,DnaJ homolog subfamily A member 2,2248.42876586914,3.35187913291797,957.626949051364,0.425909401084,3419,,0,0
Q8NBI6,Xyloside xylosyltransferase 1,2246.63160400391,3.35153186393445,431.414468098361,0.192027240838908,3420,,0,0
O60256,Phosphoribosyl pyrophosphate synthase-associated protein 2,2246.20682983399,3.35144974343031,864.117507427323,0.384700774634894,3421,,0,0
Q6P5S2,Protein LEG1 homolog,2245.62048339844,3.351336361056,1082.5927015129,0.482090678062635,3422,,0,0
Q15208,Serine/threonine-protein kinase 38,2245.53375854492,3.35131958847447,326.203712059976,0.14526778358093,3423,,0,0
Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",2245.48604736328,3.35131036085856,1115.6181536026,0.496827025450724,3424.5,,0,0
Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",2245.48604736328,3.35131036085856,1115.6181536026,0.496827025450724,3424.5,0.023,0,0
Q99805,Transmembrane 9 superfamily member 2,2245.01021728516,3.35121832186516,725.858201556708,0.323320667303899,3426,,0,0
Q96QU1,Protocadherin-15,2244.51999511719,3.35112347863069,806.686562346402,0.359402707082716,3427,,0,0
Q99623,Prohibitin-2,2243.97542114258,3.35101809566763,2471.17351544518,1.10124803157912,3428,0.78,0,0
Q14677,Clathrin interactor 1,2241.3207397461,3.35050400983028,1128.21318538401,0.503369805747577,3429,0.34,0,0
Q9H2A2,2-aminomuconic semialdehyde dehydrogenase,2240.84432983399,3.35041168739524,1523.52531587437,0.679888957742656,3430,,0,0
A0AVT1,Ubiquitin-like modifier-activating enzyme 6,2236.1470703125,3.34950036349199,536.423391627813,0.239887348533318,3431,,0,0
P11277,"Spectrin beta chain, erythrocytic",2236.12783203125,3.34949662710298,606.777979485755,0.271352098388119,3432,43,0,0
Q9P2R3,Rabankyrin-5,2236.00376586914,3.34947253065214,508.998121721522,0.227637417025402,3433,0.0056,0,0
P15880,40S ribosomal protein S2,2234.86782226563,3.34925184256497,1803.87566139463,0.807150939050134,3434,0.14,0,0
Q9HB63,Netrin-4,2234.48964233399,3.34917834588937,612.280879101885,0.274013746809021,3435,,0,0
Q9BYT8,"Neurolysin, mitochondrial",2233.83684692383,3.34905145030681,1328.76502368003,0.594835305680381,3436,0.053,0,0
Q9H0B8,Cysteine-rich secretory protein LCCL domain-containing 2,2233.80845947266,3.34904593128613,566.726871169929,0.253704326692235,3437,,0,0
O76036,Natural cytotoxicity triggering receptor 1,2231.41743774414,3.34858082261483,1662.00888361747,0.744822038003647,3438,,0,0
P98171,Rho GTPase-activating protein 4,2230.11813964844,3.34832787024027,597.053680874688,0.267722893357035,3439,,0,0
Q9BVC6,Transmembrane protein 109,2230.04465332031,3.34831355923491,1413.14038588825,0.633682551505963,3440,,0,0
O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",2229.79691772461,3.34826531079353,1613.442075026,0.723582520991388,3441,,0,0
P19525,"Interferon-induced, double-stranded RNA-activated protein kinase",2229.69805297852,3.34824605461589,956.302859246248,0.428893436027708,3442,,0,0
Q5T2W1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,2226.71839599609,3.3476652970529,1680.13600425239,0.754534568571164,3443,,0,0
Q9H2M9,Rab3 GTPase-activating protein non-catalytic subunit,2226.54489746094,3.34763145694442,697.483047388326,0.313258020614678,3444,,0,0
Q9Y275,Tumor necrosis factor ligand superfamily member 13B,2224.68323364258,3.34726818175528,587.502616352219,0.264083716489504,3445,0.53,0,0
Q06203,Amidophosphoribosyltransferase,2222.81940307617,3.34690417910315,656.760160919238,0.295462672320722,3446,,0,0
P16455,Methylated-DNA--protein-cysteine methyltransferase,2222.52685546875,3.34684701738642,794.089770019142,0.357291417228639,3447,,0,0
P62701,"40S ribosomal protein S4, X isoform",2220.09520874024,3.3463715995605,789.359167788027,0.355551944205104,3448,0.16,0,0
Q6UWP2,Dehydrogenase/reductase SDR family member 11,2219.47230834961,3.34624973084101,509.333807046605,0.229484190963096,3449,,0,0
Q99674,Cell growth regulator with EF hand domain protein 1,2218.89445800782,3.34613664545197,627.620119802221,0.282852623989027,3450,0.022,0,0
P34949,Mannose-6-phosphate isomerase,2217.25793457031,3.34581621771741,429.579522285693,0.193743594548887,3451,,0,0
Q8TAG5,V-set and transmembrane domain-containing protein 2A,2217.05643920899,3.34577674901211,921.648278070618,0.415708081116532,3452,,0,0
P61254,60S ribosomal protein L26,2216.33941650391,3.34563627023825,1466.84673062611,0.661833074710165,3453.5,,0,0
Q9UNX3,60S ribosomal protein L26-like 1,2216.33941650391,3.34563627023825,1466.84673062611,0.661833074710165,3453.5,,0,0
P30622,CAP-Gly domain-containing linker protein 1,2214.53588867188,3.34528272283521,1277.06964678504,0.576675976811979,3455,0.0077,0,0
Q9Y2P5,Bile acyl-CoA synthetase,2213.66877441406,3.34511263903339,2111.04763662242,0.953642053871041,3456,,0,0
P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,2212.36180419922,3.34485615189046,684.630388333142,0.309456792751378,3457,,0,0
Q9UFP1,Golgi-associated kinase 1A,2212.07995605469,3.34480082057379,615.573113359338,0.278277967156861,3458,,0,0
Q9UNF1,Melanoma-associated antigen D2,2211.30872192383,3.34464937888279,951.384842950228,0.430236101145808,3459,,0,0
Q96HE7,ERO1-like protein alpha,2210.52493896485,3.344495418945,536.913313111135,0.242889507214772,3460,0.075,0,0
Q9UKE5,TRAF2 and NCK-interacting protein kinase,2209.96133422852,3.34438467527873,764.281600614131,0.345834829223805,3461,,0,0
Q99988,Growth/differentiation factor 15,2209.90317382813,3.34437324563382,1866.74910957421,0.844719864509047,3462,0.89,0,0
Q14204,Cytoplasmic dynein 1 heavy chain 1,2209.43441772461,3.34428111499855,409.088516245954,0.185155310772815,3463,0.12,0,0
Q9Y450,HBS1-like protein,2209.14099731445,3.34422343538319,670.600821389251,0.303557275069571,3464,,0,0
Q9UHD4,Cell death activator CIDE-B,2209.01223754883,3.34419812179502,1390.96794154623,0.6296786943515,3465,,0,0
O00178,GTP-binding protein 1,2208.45297241211,3.34408815567076,938.275037191317,0.424856245033154,3466,,0,0
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,2208.22783203125,3.34404387933318,351.035840027012,0.158967220200331,3467,,0,0
Q9Y371,Endophilin-B1,2206.01321411133,3.34360810955406,351.198519288684,0.15920055104029,3468,,0,0
Q969X0,RILP-like protein 2,2205.09610595703,3.34342752231962,1122.043976544,0.508841303339486,3469,,0,0
P63261,"Actin, cytoplasmic 2",2205.0835144043,3.34342504240164,487.955702837689,0.221286722090211,3470,,0,0
O43865,S-adenosylhomocysteine hydrolase-like protein 1,2203.48637084961,3.34311036862714,308.90642138073,0.140189848899144,3471,,0,0
Q6VY07,Phosphofurin acidic cluster sorting protein 1,2202.55366821289,3.34292649938817,889.120711527924,0.403677206308139,3472,,0,0
Q7KZI7,Serine/threonine-protein kinase MARK2,2201.21688232422,3.34266283499144,857.72569173587,0.389659782560915,3473,,0,0
Q96BY6,Dedicator of cytokinesis protein 10,2200.29237060547,3.34248039286955,780.499462970323,0.354725341685181,3474,,0,0
P35658,Nuclear pore complex protein Nup214,2199.93046264649,3.34240895347393,1263.39030408455,0.574286472020896,3475,0.1,0,0
Q9NRW1,Ras-related protein Rab-6B,2199.3217376709,3.34228876672967,673.532832024726,0.306245703158467,3476,,0,0
Q9NZT2,Opioid growth factor receptor,2197.96477661133,3.34202072837596,722.407612110485,0.328671150601532,3477,,0,0
Q9Y286,Sialic acid-binding Ig-like lectin 7,2197.57139892578,3.34194299416936,956.068695048117,0.435056943094301,3478,,0,0
P21266,Glutathione S-transferase Mu 3,2197.10020141602,3.34184986389808,546.869496403358,0.24890512323967,3479,,0,0
Q9Y653,Adhesion G-protein coupled receptor G1,2196.24941711426,3.34168165924139,1033.26921201367,0.47046988559766,3480,,0,0
Q9UQC9,Calcium-activated chloride channel regulator 2,2195.94783325196,3.3416220188382,309.518369540134,0.1409497825282,3481,,0,0
Q9UHB6,LIM domain and actin-binding protein 1,2193.71871337891,3.34118093998481,665.775507410721,0.303491739095962,3482,,0,0
P48681,Nestin,2192.28843078613,3.34089769199218,1027.95662254472,0.468896614199665,3483,,0,0
Q969M7,NEDD8-conjugating enzyme UBE2F,2191.51715087891,3.34074487380491,632.669823648124,0.288690336461383,3484,,0,0
Q6ZVK8,8-oxo-dGDP phosphatase NUDT18,2191.46588745117,3.34073471477687,976.552545529997,0.445616128967353,3485,,0,0
O75191,Xylulose kinase,2190.64578552246,3.34057216038621,1475.43102295467,0.673514190521123,3486,,0,0
P50579,Methionine aminopeptidase 2,2190.52130737305,3.34054748195132,679.53671111489,0.310216891672154,3487,0.022,0,0
P19876,C-X-C motif chemokine 3,2190.51653442383,3.34054653566162,845.148053643363,0.385821353257058,3488,,0,0
Q16663,C-C motif chemokine 15,2189.1971496582,3.34028487401801,975.503384167947,0.445598690972282,3489,7.9,0,0
P41227,N-alpha-acetyltransferase 10,2187.86843261719,3.34002120216489,509.802439690036,0.233013298281467,3490,,0,0
Q14653,Interferon regulatory factor 3,2186.40101928711,3.33972982115015,816.662723699593,0.373519183578624,3491,,0,0
Q9P2X3,Protein IMPACT,2185.49085693359,3.33954899394551,667.647671671653,0.305490947058187,3492,,0,0
A6NGN9,IgLON family member 5,2185.23688964844,3.33949852336164,1023.12038319478,0.468196554818082,3493,,0,0
Q9BTU6,Phosphatidylinositol 4-kinase type 2-alpha,2184.94588012695,3.3394406842111,1270.08236492074,0.581287791369434,3494,,0,0
P35625,Metalloproteinase inhibitor 3,2184.26947631836,3.3393062168434,484.944927775945,0.222016986930262,3495,,0,0
Q8WV74,Nucleoside diphosphate-linked moiety X motif 8,2184.24748535156,3.3393018443959,1474.7850362213,0.67519136275161,3496,,0,0
Q9NQ88,"Fructose-2,6-bisphosphatase TIGAR",2183.42254638672,3.33913779059056,1666.64886549214,0.763319435466225,3497,,0,0
P52735,Guanine nucleotide exchange factor VAV2,2182.4149597168,3.33893732992845,593.948467243309,0.272151940949114,3498,,0,0
Q9NYL9,Tropomodulin-3,2182.32534179688,3.3389194958465,570.503578815602,0.261420040307034,3499,21,0,0
Q9Y263,Phospholipase A-2-activating protein,2180.79276123047,3.33861439692655,383.377004644925,0.175797082354864,3500,0.0053,0,0
P23193,Transcription elongation factor A protein 1,2179.58401489258,3.3383736141204,737.57898149487,0.338403556116749,3501,,0,0
O43566,Regulator of G-protein signaling 14,2179.50114135742,3.33835710078435,900.045293447206,0.412959312738256,3502,,0,0
Q96RU3,Formin-binding protein 1,2178.96771850586,3.33825079620375,839.11165788597,0.385095956566698,3503,,0,0
Q68EM7,Rho GTPase-activating protein 17,2178.92691650391,3.33824266379772,732.317779531059,0.336091024432368,3504,,0,0
A6NNZ2,Tubulin beta 8B,2177.40064697266,3.33793834762646,1165.7191504168,0.535371913312121,3505,,0,0
Q9ULK6,RING finger protein 150,2177.11157226563,3.33788068626556,542.564001309024,0.249212768064248,3506,,0,0
P61221,ATP-binding cassette sub-family E member 1,2176.89918823242,3.33783831741587,823.972371772592,0.378507363237906,3507,,0,0
Q8WUY1,Protein THEM6,2176.65928649902,3.3377904540417,1161.49379133784,0.533613045708227,3508,,0,0
O15327,Inositol polyphosphate 4-phosphatase type II,2176.31558837891,3.33772187280629,425.698570038267,0.195605165129273,3509,,0,0
O75077,Disintegrin and metalloproteinase domain-containing protein 23,2176.2360168457,3.3377059936251,1271.70979991731,0.5843620774922,3510,,0,0
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2,2175.21542358399,3.33750227399911,1158.812892834,0.532734772046018,3511,,0,0
P13646,"Keratin, type I cytoskeletal 13",2175.0799987793,3.33747523480306,2455.04128792949,1.12871309988934,3512,1100,0,0
P09913,Interferon-induced protein with tetratricopeptide repeats 2,2174.19102783203,3.33729769922067,696.438155518843,0.320320591246891,3513,,0,0
Q9H9A6,Leucine-rich repeat-containing protein 40,2173.24288330078,3.33710826611925,575.414712947923,0.264772390315604,3514,,0,0
P61201,COP9 signalosome complex subunit 2,2172.55690307617,3.33697116020395,536.459761384923,0.246925528452367,3515,,0,0
P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3,2170.50488891602,3.33656076839488,689.880235627729,0.317843207426391,3516,,0,0
Q9Y5K8,V-type proton ATPase subunit D,2170.14982604981,3.33648971835566,765.802942919523,0.352880217636157,3517,,0,0
Q7Z3Y8,"Keratin, type I cytoskeletal 27",2169.94976196289,3.33644967930712,1134.76168840922,0.522943760404269,3518,,0,0
Q8NFV4,Protein ABHD11,2169.28350830078,3.33631631459808,995.946292435287,0.459113015253327,3519,,0,0
Q9BQR3,Serine protease 27,2166.04769897461,3.33566801608126,606.028762398418,0.27978551104175,3520,,0,0
P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,2165.4035522461,3.33553884488409,503.904609208775,0.232707020678013,3521,0.35,0,0
P78527,DNA-dependent protein kinase catalytic subunit,2164.64417114258,3.3353865162968,1284.97582693016,0.593619886381557,3522,1.1,0,0
Q9H5V8,CUB domain-containing protein 1,2164.1828125,3.3352939436372,540.636485840465,0.249810913716636,3523,,0,0
Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus,2163.97934570313,3.33525311129129,1626.63809233582,0.751688363184117,3524,,0,0
Q9Y227,Ectonucleoside triphosphate diphosphohydrolase 4,2163.65828247071,3.33518867151957,708.322019128819,0.327372406663024,3525,,0,0
Q8TAL6,Fin bud initiation factor homolog,2162.66451416016,3.33498915422905,600.617004452115,0.277720839510495,3526,,0,0
Q15303,Receptor tyrosine-protein kinase erbB-4,2162.07531738282,3.33487081882821,373.72941620868,0.172856797912608,3527,0.14,0,0
Q8WWY8,Lipase member H,2161.77329864502,3.33481014830844,1725.53970743222,0.798205671479877,3528,,0,0
Q6NUJ1,Proactivator polypeptide-like 1,2161.68617553711,3.33479264515605,1409.72851494232,0.652143003408921,3529,,0,0
